GENEID	Length
FBGN0263039	15466
FBGN0263342	994
FBGN0262451	81
FBGN0035147	1757
FBGN0035148	1035
FBGN0035149	1103
FBGN0035150	3244
FBGN0035151	2379
FBGN0035152	1780
FBGN0035153	2329
FBGN0035154	1480
FBGN0052483	1382
FBGN0035155	1286
FBGN0260862	1370
FBGN0035157	2193
FBGN0265707	394
FBGN0035158	1945
FBGN0025676	1597
FBGN0035159	1031
FBGN0266960	315
FBGN0264310	428
FBGN0035160	1529
FBGN0052482	72
FBGN0000575	2049
FBGN0052480	74
FBGN0052481	74
FBGN0035161	625
FBGN0265730	1188
FBGN0264475	754
FBGN0035162	4329
FBGN0266694	2649
FBGN0086062	70
FBGN0086063	72
FBGN0086064	84
FBGN0086065	80
FBGN0086066	71
FBGN0086067	75
FBGN0083057	139
FBGN0082973	153
FBGN0083058	148
FBGN0260755	1251
FBGN0260756	1023
FBGN0035164	985
FBGN0035165	1593
FBGN0035166	1330
FBGN0035167	1868
FBGN0035168	6441
FBGN0035169	1210
FBGN0035170	2717
FBGN0035171	3743
FBGN0052479	8436
FBGN0035173	4723
FBGN0263476	221
FBGN0263461	226
FBGN0054056	1303
FBGN0054057	1276
FBGN0035176	913
FBGN0028999	3208
FBGN0264574	10928
FBGN0267459	703
FBGN0267460	344
FBGN0035179	1456
FBGN0024277	11182
FBGN0267461	1096
FBGN0035181	1130
FBGN0004870	5340
FBGN0025525	5149
FBGN0035186	818
FBGN0035187	2183
FBGN0004431	564
FBGN0040281	2411
FBGN0264272	4747
FBGN0063667	1082
FBGN0035189	1212
FBGN0004425	611
FBGN0004426	487
FBGN0004427	480
FBGN0004428	580
FBGN0004429	615
FBGN0004430	492
FBGN0053965	1026
FBGN0053966	1163
FBGN0267311	231
FBGN0035192	2974
FBGN0035193	1187
FBGN0004378	3871
FBGN0052318	785
FBGN0035194	692
FBGN0035195	2496
FBGN0035196	1083
FBGN0035198	3250
FBGN0035197	3109
FBGN0035199	2634
FBGN0052333	6432
FBGN0262937	2373
FBGN0025682	1600
FBGN0010333	1805
FBGN0035203	1439
FBGN0035204	2569
FBGN0035205	3848
FBGN0035206	1550
FBGN0035207	3835
FBGN0010246	3955
FBGN0035208	966
FBGN0266676	1032
FBGN0011361	842
FBGN0035209	528
FBGN0035210	840
FBGN0035211	1941
FBGN0010786	2556
FBGN0035213	2878
FBGN0267487	6069
FBGN0029514	1618
FBGN0003295	1798
FBGN0052330	72
FBGN0052328	72
FBGN0052329	72
FBGN0011851	72
FBGN0011852	72
FBGN0011853	72
FBGN0052324	72
FBGN0052320	2591
FBGN0011854	72
FBGN0011855	72
FBGN0035216	1952
FBGN0035217	1647
FBGN0035218	2273
FBGN0043865	3219
FBGN0266116	1983
FBGN0004635	3000
FBGN0052319	1211
FBGN0020248	2550
FBGN0028567	751
FBGN0263839	93
FBGN0086670	140
FBGN0043458	3567
FBGN0267462	621
FBGN0028577	4856
FBGN0263471	125
FBGN0261243	4221
FBGN0011204	2801
FBGN0035227	4923
FBGN0053971	1821
FBGN0035228	1907
FBGN0035229	5708
FBGN0052313	752
FBGN0041342	3257
FBGN0267463	453
FBGN0035231	1697
FBGN0035232	2935
FBGN0035233	1487
FBGN0035235	3804
FBGN0035234	1807
FBGN0035236	3706
FBGN0035237	9032
FBGN0035238	1435
FBGN0035240	5663
FBGN0035239	5663
FBGN0035241	5106
FBGN0035243	726
FBGN0267464	706
FBGN0053230	1754
FBGN0035244	2743
FBGN0035245	2685
FBGN0035246	2587
FBGN0013342	4072
FBGN0035247	1240
FBGN0013753	1242
FBGN0025725	4078
FBGN0035248	517
FBGN0035249	1534
FBGN0013755	744
FBGN0267465	988
FBGN0025712	1292
FBGN0035251	1257
FBGN0035252	1281
FBGN0035253	6510
FBGN0035254	1348
FBGN0083121	421
FBGN0082944	86
FBGN0082945	81
FBGN0082946	73
FBGN0026372	1016
FBGN0035255	922
FBGN0035256	2145
FBGN0035260	4532
FBGN0035257	1724
FBGN0035258	1063
FBGN0027594	4757
FBGN0035262	2538
FBGN0035263	1258
FBGN0035264	4131
FBGN0035265	2200
FBGN0035266	2844
FBGN0035267	5093
FBGN0022702	3038
FBGN0035268	2687
FBGN0013811	12090
FBGN0035270	3165
FBGN0265451	1504
FBGN0027903	1387
FBGN0035271	402
FBGN0035272	909
FBGN0250789	8347
FBGN0267484	406
FBGN0024510	4000
FBGN0011573	1611
FBGN0035273	1242
FBGN0067864	3294
FBGN0025820	849
FBGN0261562	2889
FBGN0267246	890
FBGN0267247	310
FBGN0027790	1311
FBGN0035279	972
FBGN0035280	992
FBGN0035281	1134
FBGN0035282	1900
FBGN0035283	1822
FBGN0004636	3012
FBGN0042712	2360
FBGN0035285	2839
FBGN0035286	1513
FBGN0002183	3690
FBGN0035287	2000
FBGN0000109	1021
FBGN0262624	1647
FBGN0035290	4674
FBGN0261723	2488
FBGN0052312	72
FBGN0267476	530
FBGN0035293	3115
FBGN0265729	1217
FBGN0035294	1682
FBGN0002872	4117
FBGN0035295	2453
FBGN0265988	11334
FBGN0035298	2355
FBGN0267477	1143
FBGN0267478	488
FBGN0027547	1224
FBGN0035299	1010
FBGN0035300	1578
FBGN0262030	1131
FBGN0265728	2030
FBGN0259703	1350
FBGN0259702	1270
FBGN0085288	1281
FBGN0259701	742
FBGN0086906	58996
FBGN0262107	1461
FBGN0052311	12186
FBGN0267452	1009
FBGN0035308	4713
FBGN0035309	1389
FBGN0026570	1289
FBGN0035311	1021
FBGN0035312	1183
FBGN0035313	1552
FBGN0026593	1759
FBGN0035315	1042
FBGN0035316	1631
FBGN0035317	5265
FBGN0035318	1578
FBGN0040507	4118
FBGN0052301	3574
FBGN0052305	3495
FBGN0035321	2093
FBGN0015359	1284
FBGN0015360	3380
FBGN0035323	636
FBGN0000543	2204
FBGN0035325	1175
FBGN0267479	839
FBGN0052304	733
FBGN0052302	1079
FBGN0041709	1344
FBGN0052303	72
FBGN0035328	1431
FBGN0264002	2918
FBGN0266976	470
FBGN0266975	534
FBGN0035331	3544
FBGN0035332	2130
FBGN0035333	4040
FBGN0035334	616
FBGN0035335	699
FBGN0035336	2708
FBGN0035337	1018
FBGN0266696	24343
FBGN0261858	386
FBGN0052298	1205
FBGN0052299	1254
FBGN0035343	885
FBGN0035344	1817
FBGN0035346	2357
FBGN0035348	1985
FBGN0266974	609
FBGN0010905	10266
FBGN0266680	811
FBGN0260480	1175
FBGN0010909	6833
FBGN0261602	1173
FBGN0016794	4666
FBGN0062517	1162
FBGN0028504	3633
FBGN0035355	641
FBGN0035356	769
FBGN0011828	5955
FBGN0267643	909
FBGN0267644	978
FBGN0267220	860
FBGN0035357	5719
FBGN0250911	5111
FBGN0035358	934
FBGN0035359	1657
FBGN0035360	1865
FBGN0027082	1517
FBGN0259199	3245
FBGN0259200	3245
FBGN0264606	9680
FBGN0053233	1719
FBGN0053234	1523
FBGN0052296	8562
FBGN0020509	479
FBGN0035370	1320
FBGN0035371	3020
FBGN0035372	1296
FBGN0044452	6266
FBGN0035374	1144
FBGN0035375	2817
FBGN0263392	13823
FBGN0265724	587
FBGN0035379	1996
FBGN0262593	11359
FBGN0035380	1631
FBGN0052846	1382
FBGN0054025	1202
FBGN0035382	1718
FBGN0265723	628
FBGN0035383	2352
FBGN0035384	926
FBGN0035385	4218
FBGN0052488	1245
FBGN0052487	1040
FBGN0004372	2267
FBGN0035388	2580
FBGN0040308	1270
FBGN0035390	1586
FBGN0052484	2594
FBGN0052485	1136
FBGN0035392	2057
FBGN0035393	764
FBGN0266918	2356
FBGN0035397	5969
FBGN0003938	123
FBGN0035398	3953
FBGN0052288	72
FBGN0052289	72
FBGN0052287	72
FBGN0052285	73
FBGN0052272	73
FBGN0052286	72
FBGN0266436	1050
FBGN0266437	2367
FBGN0026189	5597
FBGN0052273	73
FBGN0035400	5200
FBGN0267469	414
FBGN0035401	1477
FBGN0035402	2779
FBGN0263108	7280
FBGN0266582	976
FBGN0035405	2022
FBGN0024194	1673
FBGN0035407	2002
FBGN0052280	1593
FBGN0052278	845
FBGN0052281	1539
FBGN0035409	932
FBGN0035410	5079
FBGN0035411	5190
FBGN0260026	1337
FBGN0052284	457
FBGN0035412	423
FBGN0260430	1461
FBGN0035413	541
FBGN0035414	1870
FBGN0001233	2960
FBGN0035415	587
FBGN0047135	865
FBGN0035416	4593
FBGN0052271	925
FBGN0053159	774
FBGN0052277	850
FBGN0053160	825
FBGN0052270	2037
FBGN0052269	2037
FBGN0035420	7388
FBGN0035421	1684
FBGN0035422	1382
FBGN0086068	78
FBGN0086069	77
FBGN0086070	67
FBGN0086071	67
FBGN0086072	67
FBGN0035423	681
FBGN0035424	10013
FBGN0035425	1851
FBGN0035426	954
FBGN0266973	435
FBGN0263246	923
FBGN0263617	5165
FBGN0262368	97
FBGN0035427	1747
FBGN0085294	467
FBGN0035428	1444
FBGN0035429	2667
FBGN0035430	3565
FBGN0262269	97
FBGN0035431	1282
FBGN0035432	3253
FBGN0052279	333
FBGN0052283	360
FBGN0052282	323
FBGN0035434	364
FBGN0035435	1103
FBGN0259933	2326
FBGN0035436	2346
FBGN0035437	4055
FBGN0035438	1359
FBGN0266929	317
FBGN0035439	3063
FBGN0035440	1636
FBGN0052274	210
FBGN0052268	387
FBGN0004167	14454
FBGN0010381	387
FBGN0027616	3452
FBGN0035443	2255
FBGN0035444	1236
FBGN0035445	1636
FBGN0267301	520
FBGN0014388	5438
FBGN0262260	107
FBGN0026259	4410
FBGN0041164	4151
FBGN0010317	1478
FBGN0035449	2419
FBGN0052267	489
FBGN0259224	5974
FBGN0262484	677
FBGN0001254	1708
FBGN0005640	6544
FBGN0266403	771
FBGN0267470	669
FBGN0053504	71
FBGN0035452	1762
FBGN0035453	1111
FBGN0040694	491
FBGN0263239	3526
FBGN0035455	1201
FBGN0262544	657
FBGN0263495	624
FBGN0263496	476
FBGN0267235	435
FBGN0262535	638
FBGN0052264	12277
FBGN0035458	1381
FBGN0052266	526
FBGN0035461	1572
FBGN0035462	2272
FBGN0052262	1051
FBGN0052263	803
FBGN0035464	2244
FBGN0004888	1479
FBGN0264553	423
FBGN0266394	262
FBGN0015585	401
FBGN0004875	9058
FBGN0064227	440
FBGN0013751	2104
FBGN0266928	721
FBGN0264518	262
FBGN0266971	318
FBGN0026592	1600
FBGN0083987	275
FBGN0035468	1470
FBGN0035469	543
FBGN0035470	1531
FBGN0003943	3138
FBGN0035471	1105
FBGN0041147	2408
FBGN0035473	1488
FBGN0004910	3545
FBGN0004911	1275
FBGN0035475	1874
FBGN0035476	1075
FBGN0264517	382
FBGN0027552	1089
FBGN0035477	4282
FBGN0035478	588
FBGN0035479	607
FBGN0035480	709
FBGN0035481	7500
FBGN0264516	886
FBGN0004880	9075
FBGN0035482	2908
FBGN0004895	1414
FBGN0035483	1656
FBGN0035484	2895
FBGN0045479	1488
FBGN0045477	2858
FBGN0045478	2858
FBGN0035486	2961
FBGN0045476	2909
FBGN0266402	665
FBGN0052255	1446
FBGN0035488	2773
FBGN0263832	1947
FBGN0035490	2704
FBGN0035491	587
FBGN0042179	1976
FBGN0000449	1975
FBGN0024179	4217
FBGN0052259	824
FBGN0016013	1421
FBGN0004516	3684
FBGN0035495	2917
FBGN0035496	1072
FBGN0035497	4081
FBGN0035498	3553
FBGN0267230	328
FBGN0028484	4393
FBGN0035499	1459
FBGN0264693	5703
FBGN0260985	1127
FBGN0004574	2638
FBGN0003206	1620
FBGN0004552	536
FBGN0052260	1967
FBGN0035501	1956
FBGN0259986	2470
FBGN0011653	3657
FBGN0265722	506
FBGN0261274	2100
FBGN0040696	1608
FBGN0035504	2732
FBGN0035505	3287
FBGN0040697	1586
FBGN0028664	848
FBGN0003710	4084
FBGN0263110	10170
FBGN0035508	2648
FBGN0035510	1014
FBGN0035511	552
FBGN0035512	890
FBGN0035513	961
FBGN0052252	980
FBGN0001257	2667
FBGN0267302	437
FBGN0035515	1707
FBGN0011692	3207
FBGN0041171	5517
FBGN0035517	828
FBGN0035518	2631
FBGN0035519	1859
FBGN0035520	1115
FBGN0035521	710
FBGN0035522	4187
FBGN0053764	543
FBGN0035523	2487
FBGN0035524	1253
FBGN0261952	523
FBGN0035526	2222
FBGN0015829	1121
FBGN0041630	2211
FBGN0035528	858
FBGN0035529	863
FBGN0066365	3139
FBGN0052251	4779
FBGN0052250	1401
FBGN0035532	1155
FBGN0035533	3932
FBGN0266649	1477
FBGN0035534	628
FBGN0053514	1179
FBGN0035537	965
FBGN0035538	4291
FBGN0265467	632
FBGN0052240	645
FBGN0035539	2364
FBGN0035540	1566
FBGN0035541	764
FBGN0035542	3058
FBGN0035543	2744
FBGN0000038	2974
FBGN0035544	1536
FBGN0267303	400
FBGN0035545	1001
FBGN0035546	923
FBGN0035547	1063
FBGN0035548	819
FBGN0040699	495
FBGN0052241	1375
FBGN0052249	951
FBGN0052248	619
FBGN0035550	1970
FBGN0035551	1126
FBGN0035552	1497
FBGN0035553	2603
FBGN0265920	417
FBGN0035554	765
FBGN0035555	1645
FBGN0261526	4104
FBGN0014073	5236
FBGN0035557	3115
FBGN0052243	1639
FBGN0035558	3168
FBGN0053777	519
FBGN0260657	5118
FBGN0262733	5200
FBGN0052246	1767
FBGN0266987	302
FBGN0015805	2124
FBGN0262870	9106
FBGN0035563	354
FBGN0052238	2030
FBGN0267480	926
FBGN0046793	1463
FBGN0085295	402
FBGN0035567	1188
FBGN0035568	1142
FBGN0035574	7297
FBGN0035569	641
FBGN0042199	458
FBGN0264471	476
FBGN0035570	682
FBGN0267645	361
FBGN0264474	626
FBGN0267646	585
FBGN0035571	1173
FBGN0264473	538
FBGN0035572	826
FBGN0267471	1103
FBGN0267304	342
FBGN0265721	986
FBGN0035575	1958
FBGN0042131	1354
FBGN0261797	14597
FBGN0027085	3020
FBGN0035577	4357
FBGN0035578	2118
FBGN0052237	2948
FBGN0047330	597
FBGN0035581	14155
FBGN0035582	1536
FBGN0035583	682
FBGN0028699	2934
FBGN0263618	1600
FBGN0005775	5947
FBGN0035584	767
FBGN0267245	768
FBGN0052232	2928
FBGN0035585	635
FBGN0264476	524
FBGN0054047	1315
FBGN0035594	567
FBGN0040842	445
FBGN0040843	366
FBGN0035593	1520
FBGN0266653	481
FBGN0035592	478
FBGN0035591	2248
FBGN0035590	744
FBGN0035589	855
FBGN0035588	1082
FBGN0035587	1597
FBGN0267647	261
FBGN0035586	1923
FBGN0028962	3233
FBGN0263831	2273
FBGN0010747	2015
FBGN0052423	11502
FBGN0035598	2101
FBGN0267305	239
FBGN0267306	258
FBGN0011986	82
FBGN0016031	4046
FBGN0052420	73
FBGN0052421	73
FBGN0004380	2529
FBGN0035600	1521
FBGN0035601	1706
FBGN0260856	858
FBGN0035603	543
FBGN0265708	827
FBGN0265709	390
FBGN0267307	594
FBGN0035604	2580
FBGN0085420	4805
FBGN0035607	3735
FBGN0265713	1326
FBGN0035608	1268
FBGN0265711	495
FBGN0265712	368
FBGN0085371	1813
FBGN0035610	2930
FBGN0035611	1227
FBGN0035612	4625
FBGN0010894	2065
FBGN0029118	1600
FBGN0029121	1271
FBGN0040239	1380
FBGN0015766	2902
FBGN0065097	77
FBGN0035617	6602
FBGN0003486	2489
FBGN0035619	1749
FBGN0035620	1881
FBGN0035621	1075
FBGN0035622	2653
FBGN0035623	2035
FBGN0035624	864
FBGN0035625	8461
FBGN0035626	1152
FBGN0085447	23261
FBGN0035627	2177
FBGN0265714	699
FBGN0086073	132
FBGN0263106	2161
FBGN0016756	5636
FBGN0035630	1898
FBGN0083044	141
FBGN0065058	78
FBGN0082994	139
FBGN0082995	137
FBGN0086660	137
FBGN0263488	186
FBGN0035631	1123
FBGN0035632	1711
FBGN0267481	1384
FBGN0260936	5470
FBGN0052418	951
FBGN0040298	1940
FBGN0260458	3957
FBGN0044419	3609
FBGN0266384	704
FBGN0035636	1604
FBGN0086694	3993
FBGN0035638	1640
FBGN0015806	4885
FBGN0259167	2418
FBGN0035639	1191
FBGN0035640	818
FBGN0003984	5239
FBGN0035641	1911
FBGN0035642	2047
FBGN0035643	1787
FBGN0035644	1688
FBGN0035645	1633
FBGN0052409	1231
FBGN0052412	1141
FBGN0052413	996
FBGN0035647	2369
FBGN0035648	1941
FBGN0035649	2238
FBGN0266677	1107
FBGN0052407	1377
FBGN0053523	3115
FBGN0002638	2365
FBGN0053993	2523
FBGN0035656	1676
FBGN0266988	201
FBGN0266989	221
FBGN0052406	2919
FBGN0035657	1509
FBGN0035661	1361
FBGN0040060	904
FBGN0264603	426
FBGN0035663	1078
FBGN0250815	904
FBGN0035665	875
FBGN0035666	833
FBGN0035667	951
FBGN0028980	1657
FBGN0266990	408
FBGN0035669	1605
FBGN0035670	936
FBGN0259164	2362
FBGN0035673	1401
FBGN0035674	1638
FBGN0035675	586
FBGN0035676	4137
FBGN0035677	4489
FBGN0035678	1067
FBGN0035679	1544
FBGN0061492	1179
FBGN0005658	4922
FBGN0267663	349
FBGN0002440	2321
FBGN0267667	4486
FBGN0086611	543
FBGN0042119	526
FBGN0020637	543
FBGN0020638	517
FBGN0020639	519
FBGN0020640	476
FBGN0052405	642
FBGN0052404	450
FBGN0020641	616
FBGN0020642	505
FBGN0020643	416
FBGN0086900	389
FBGN0020646	263
FBGN0020644	413
FBGN0042118	732
FBGN0020645	500
FBGN0020765	615
FBGN0266970	490
FBGN0035685	595
FBGN0085300	441
FBGN0035686	720
FBGN0267308	408
FBGN0035687	1428
FBGN0035688	8097
FBGN0035689	4157
FBGN0035690	3034
FBGN0022699	2685
FBGN0262985	586
FBGN0022935	3233
FBGN0035691	2247
FBGN0035692	920
FBGN0024921	5598
FBGN0035693	2805
FBGN0002526	11690
FBGN0047000	310
FBGN0035694	494
FBGN0047334	540
FBGN0261631	451
FBGN0035695	4717
FBGN0004513	4135
FBGN0035696	3547
FBGN0035697	1220
FBGN0001258	1942
FBGN0265715	392
FBGN0262787	1078
FBGN0266969	615
FBGN0266589	677
FBGN0266588	494
FBGN0041625	1254
FBGN0041624	1221
FBGN0041623	1233
FBGN0035699	4303
FBGN0259969	554
FBGN0266968	619
FBGN0267642	492
FBGN0261801	2857
FBGN0035702	2198
FBGN0035703	2170
FBGN0035704	3885
FBGN0020251	5772
FBGN0267641	825
FBGN0052396	1649
FBGN0042185	4919
FBGN0263973	6436
FBGN0002926	8230
FBGN0035707	2937
FBGN0024177	1539
FBGN0266967	469
FBGN0035708	3450
FBGN0004619	3810
FBGN0266773	624
FBGN0266774	593
FBGN0035709	1031
FBGN0266683	547
FBGN0041232	1116
FBGN0035710	3725
FBGN0035711	1420
FBGN0005626	3806
FBGN0265716	378
FBGN0266966	501
FBGN0261934	12226
FBGN0035713	6688
FBGN0035714	1037
FBGN0035715	1729
FBGN0052392	2831
FBGN0267323	446
FBGN0086680	4784
FBGN0266590	991
FBGN0266965	281
FBGN0041194	2140
FBGN0266962	928
FBGN0035718	1430
FBGN0266964	296
FBGN0266963	839
FBGN0266961	654
FBGN0035719	2669
FBGN0035720	5541
FBGN0035721	1394
FBGN0035722	924
FBGN0029117	1055
FBGN0261445	2275
FBGN0035724	2379
FBGN0035725	839
FBGN0035726	1814
FBGN0035727	827
FBGN0001104	2067
FBGN0047205	2572
FBGN0267662	492
FBGN0263387	990
FBGN0250849	990
FBGN0045759	2412
FBGN0260660	6568
FBGN0035730	926
FBGN0267482	441
FBGN0035733	3264
FBGN0035734	2339
FBGN0052391	764
FBGN0054030	822
FBGN0035735	540
FBGN0035736	1004
FBGN0035737	566
FBGN0053556	6298
FBGN0002775	1970
FBGN0035741	2069
FBGN0035742	352
FBGN0035743	697
FBGN0250836	436
FBGN0010387	432
FBGN0023001	4372
FBGN0259173	5591
FBGN0040837	776
FBGN0265296	12907
FBGN0266959	1182
FBGN0035750	1325
FBGN0035751	1257
FBGN0261111	1557
FBGN0035753	788
FBGN0024542	1449
FBGN0028648	739
FBGN0016036	996
FBGN0012058	3713
FBGN0035754	941
FBGN0263447	1794
FBGN0035755	2038
FBGN0035756	7838
FBGN0035760	1008
FBGN0035761	2167
FBGN0035762	2394
FBGN0035763	2570
FBGN0259203	4073
FBGN0002909	4022
FBGN0264302	1430
FBGN0264303	1430
FBGN0035766	3654
FBGN0011640	2192
FBGN0035767	2168
FBGN0035768	1426
FBGN0015298	653
FBGN0019662	2543
FBGN0267483	399
FBGN0035769	2892
FBGN0267472	882
FBGN0035770	2626
FBGN0035771	2944
FBGN0267485	1960
FBGN0035772	3187
FBGN0082598	2633
FBGN0052380	2591
FBGN0016983	3386
FBGN0035776	1950
FBGN0035777	2121
FBGN0052379	1238
FBGN0035779	1483
FBGN0035780	1480
FBGN0035781	1566
FBGN0063083	295
FBGN0265718	1215
FBGN0259935	3731
FBGN0014011	2429
FBGN0035782	659
FBGN0052383	915
FBGN0052382	1120
FBGN0053278	1307
FBGN0035785	2089
FBGN0261536	2597
FBGN0261537	2597
FBGN0035786	2537
FBGN0035787	801
FBGN0035788	956
FBGN0262984	505
FBGN0035789	1621
FBGN0035790	1455
FBGN0015033	1573
FBGN0035791	1538
FBGN0035792	678
FBGN0267556	2413
FBGN0035793	5285
FBGN0052372	4108
FBGN0028582	6521
FBGN0035795	777
FBGN0052374	900
FBGN0052376	876
FBGN0035797	2586
FBGN0035798	5438
FBGN0035799	3512
FBGN0035800	2391
FBGN0035802	7273
FBGN0267526	518
FBGN0086074	78
FBGN0053276	391
FBGN0035805	793
FBGN0052373	2217
FBGN0035806	721
FBGN0035807	2674
FBGN0261788	46942
FBGN0265084	6153
FBGN0035811	1461
FBGN0035812	6335
FBGN0035813	4388
FBGN0035815	2837
FBGN0035816	3209
FBGN0035817	760
FBGN0001208	2115
FBGN0023076	4516
FBGN0052371	1084
FBGN0052369	5696
FBGN0016694	12138
FBGN0052365	2757
FBGN0035823	1020
FBGN0003041	5781
FBGN0035824	1301
FBGN0035825	1340
FBGN0052368	410
FBGN0024187	5612
FBGN0035827	821
FBGN0264472	556
FBGN0041156	2378
FBGN0010406	1663
FBGN0027554	2173
FBGN0035829	717
FBGN0035830	1295
FBGN0035831	846
FBGN0011817	6945
FBGN0052370	73
FBGN0026263	1892
FBGN0267527	408
FBGN0267528	593
FBGN0052358	83
FBGN0052359	83
FBGN0052360	83
FBGN0262579	9929
FBGN0052361	83
FBGN0052362	83
FBGN0052363	83
FBGN0260967	855
FBGN0260968	508
FBGN0264705	853
FBGN0035833	3722
FBGN0028379	912
FBGN0027549	2704
FBGN0262442	71
FBGN0262716	1983
FBGN0026252	3979
FBGN0035838	1734
FBGN0035839	920
FBGN0042112	495
FBGN0029113	2329
FBGN0010350	2609
FBGN0035842	5627
FBGN0002899	3364
FBGN0035844	3575
FBGN0259916	1134
FBGN0264478	347
FBGN0035845	1494
FBGN0040290	5041
FBGN0020392	1812
FBGN0035847	1477
FBGN0035848	2093
FBGN0035849	2223
FBGN0267529	416
FBGN0267530	970
FBGN0035850	2924
FBGN0035851	3199
FBGN0035852	1508
FBGN0035853	1732
FBGN0035854	1227
FBGN0035855	1340
FBGN0035856	489
FBGN0052364	1046
FBGN0035857	1733
FBGN0040832	851
FBGN0035858	687
FBGN0035859	561
FBGN0265089	1040
FBGN0264604	668
FBGN0035861	1624
FBGN0263219	7913
FBGN0027569	2900
FBGN0035865	1662
FBGN0015793	1105
FBGN0035866	1339
FBGN0035867	2278
FBGN0035868	1365
FBGN0087039	1055
FBGN0035870	1584
FBGN0035871	1247
FBGN0266958	1162
FBGN0035872	2862
FBGN0262361	377
FBGN0035873	960
FBGN0250833	1873
FBGN0085491	1157
FBGN0035875	1001
FBGN0035876	1051
FBGN0011762	1569
FBGN0035877	2029
FBGN0035878	1962
FBGN0035879	5118
FBGN0035880	3289
FBGN0263553	58
FBGN0001248	2434
FBGN0001253	6264
FBGN0035886	838
FBGN0035887	830
FBGN0035888	2965
FBGN0035889	3058
FBGN0053057	3110
FBGN0035890	1901
FBGN0265102	4766
FBGN0266667	2284
FBGN0010431	1092
FBGN0052354	3251
FBGN0020224	6154
FBGN0263352	8968
FBGN0035896	1740
FBGN0010825	8819
FBGN0262719	7970
FBGN0035900	2042
FBGN0035901	2770
FBGN0035903	3505
FBGN0035902	990
FBGN0035904	881
FBGN0086348	825
FBGN0035906	1743
FBGN0035907	954
FBGN0024236	4210
FBGN0035909	2463
FBGN0260442	11083
FBGN0264511	530
FBGN0262387	100
FBGN0035911	1514
FBGN0262508	14466
FBGN0017430	1227
FBGN0017579	619
FBGN0060292	80
FBGN0060291	84
FBGN0017429	1567
FBGN0035914	3863
FBGN0035915	2121
FBGN0052351	2093
FBGN0035916	1544
FBGN0035917	2812
FBGN0035918	2483
FBGN0052029	1104
FBGN0035921	1364
FBGN0035922	1501
FBGN0000121	1547
FBGN0001168	2335
FBGN0265719	489
FBGN0011509	1135
FBGN0052022	938
FBGN0035923	4498
FBGN0264696	193
FBGN0000357	649
FBGN0000355	515
FBGN0000358	651
FBGN0000356	522
FBGN0003149	5356
FBGN0040828	531
FBGN0265720	436
FBGN0266084	10218
FBGN0035924	1179
FBGN0035926	337
FBGN0035928	1380
FBGN0035929	568
FBGN0085455	1022
FBGN0052023	525
FBGN0085456	865
FBGN0035931	1061
FBGN0052024	743
FBGN0035932	702
FBGN0035933	800
FBGN0263930	4483
FBGN0052026	2382
FBGN0267473	871
FBGN0262788	416
FBGN0267531	2245
FBGN0020633	2451
FBGN0035934	4457
FBGN0052034	74
FBGN0266757	5847
FBGN0035936	2330
FBGN0264701	378
FBGN0264305	5452
FBGN0264307	8905
FBGN0040321	1531
FBGN0011787	738
FBGN0035941	1394
FBGN0035942	3254
FBGN0035943	1463
FBGN0035944	1088
FBGN0035945	2822
FBGN0086706	2293
FBGN0035947	2132
FBGN0035948	1712
FBGN0035949	883
FBGN0263199	3144
FBGN0035951	1845
FBGN0035952	986
FBGN0016070	5963
FBGN0035953	3945
FBGN0035954	1671
FBGN0035955	1113
FBGN0035956	1945
FBGN0028789	1595
FBGN0035957	1286
FBGN0000116	3504
FBGN0035959	4775
FBGN0035960	1306
FBGN0023479	9106
FBGN0043806	1072
FBGN0040827	618
FBGN0011206	8169
FBGN0035964	1261
FBGN0035965	980
FBGN0263456	5622
FBGN0263556	105
FBGN0004244	8994
FBGN0035968	3315
FBGN0035969	2400
FBGN0266957	410
FBGN0035970	1499
FBGN0035971	983
FBGN0264000	7186
FBGN0035975	2097
FBGN0035976	3619
FBGN0035977	1355
FBGN0035978	3013
FBGN0052040	1364
FBGN0052039	881
FBGN0085484	1590
FBGN0085485	627
FBGN0004379	3086
FBGN0035980	891
FBGN0035981	1677
FBGN0011769	741
FBGN0001229	987
FBGN0001228	2109
FBGN0001223	1900
FBGN0035982	864
FBGN0001225	1010
FBGN0001227	1733
FBGN0263492	2901
FBGN0001224	884
FBGN0001226	1632
FBGN0263494	467
FBGN0263493	352
FBGN0035983	3453
FBGN0015218	2235
FBGN0035985	1010
FBGN0035986	4406
FBGN0035987	2225
FBGN0035989	3359
FBGN0035988	1455
FBGN0023129	1529
FBGN0015296	1600
FBGN0005533	535
FBGN0082953	145
FBGN0040305	4604
FBGN0260431	1598
FBGN0260859	1125
FBGN0267532	467
FBGN0035993	2055
FBGN0053926	820
FBGN0035995	2120
FBGN0035996	1028
FBGN0266124	697
FBGN0035997	3384
FBGN0035999	1639
FBGN0267533	958
FBGN0035998	1126
FBGN0036000	1372
FBGN0266101	6980
FBGN0011327	1394
FBGN0036004	8463
FBGN0036005	1206
FBGN0052036	709
FBGN0052037	1836
FBGN0036007	3195
FBGN0036008	1888
FBGN0010408	1018
FBGN0267534	873
FBGN0086075	88
FBGN0053703	546
FBGN0053702	540
FBGN0053701	315
FBGN0053700	1116
FBGN0036009	1497
FBGN0036010	1755
FBGN0261555	6878
FBGN0036013	342
