"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009895","GO:0009895","negative regulation of catabolic process","123/5279","293/16438",0.000219418366401903,0.00482395262751614,0.00402033596180186,"AGAP2/AKT1/ANGEL2/APOC1/ATG7/BAG6/CAMLG/CDK5RAP3/CHMP4A/CHMP4B/CIRBP/CLEC16A/CRTC3/CSNK2A1/CTSA/DAB2IP/DDIT4/DHX34/DHX9/DKC1/E2F1/EFNA1/EGFR/EHMT2/EIF3H/EIF4G1/EIF4G2/ELAVL1/EPHA4/FEZ1/FHIT/FMR1/FOXK1/FOXK2/FURIN/FUS/GATA4/GDNF/GIT1/GSK3A/HMOX1/HNRNPA0/HNRNPD/HNRNPU/HSP90AB1/IGF2BP1/KDM4A/LAMP3/LARP1/LARP4B/LEPR/MAP1A/MAPKAPK2/MDM4/MGAT3/MTMR2/MTOR/N4BP1/NAMPT/NRBP2/NSUN2/NUPR1/OGT/PABPC1/PAIP1/PARK7/PARN/PDCL3/PDE3B/PHAX/PHB/PHF23/POLDIP2/PPARA/PPARGC1A/PSMF1/QRICH2/RBM10/RBM24/RELA/RGP1/ROCK1/RRAGA/RYBP/SCFD1/SDCBP/SECISBP2/SERPINE2/SF3B3/SGTA/SIRT2/SLIRP/SMARCC1/SMCR8/SNRNP70/SNX12/SNX3/SORL1/STAT3/SUFU/SVIP/SYNCRIP/TAB2/TBC1D14/TIMP3/TIRAP/TMEM39A/TOB1/TRAF2/TRAF5/TSC2/TSPO/UBQLN4/UCHL5/USP14/USP19/USP25/USP7/WAC/WDR6/YBX1/ZDHHC7/ZFP36",123
"GO:0007265","GO:0007265","Ras protein signal transduction","134/5279","323/16438",0.000219447433611801,0.00482395262751614,0.00402033596180186,"ABCA1/ABL1/ABL2/AGTR1/ARFGEF2/ARHGAP17/ARHGAP29/ARHGAP35/ARHGDIA/ARHGEF1/ARHGEF10/ARHGEF11/ARHGEF2/ARPP19/AUTS2/BCL6/BCR/BRK1/CCNA2/CDC42/CDC42EP2/CDC42EP3/CDKN1A/CELSR1/CFL1/CHUK/CNKSR1/COL3A1/CRK/CSF1/CTNNAL1/CYTH1/CYTH2/CYTH3/DAB2IP/DBNL/DENND3/DHCR24/DLC1/DNM2/DOK3/DYNLT1/EPHB2/EPS8/F11R/F2R/F2RL2/FBXO8/FGF2/FOXM1/G3BP1/GBF1/GDI1/GNA12/GNB1/GRB2/HACE1/HEG1/HRAS/IQSEC2/IQSEC3/ITGA3/ITGB1/JUN/KANK2/KITLG/KPNB1/KSR1/KSR2/LIMK1/LPAR6/LRRC59/LZTR1/MADD/MAP4K4/MAPKAP1/MAPKAPK5/MAPRE2/MFN2/NRAS/NTN1/OGT/PARK7/PIK3CB/PLCE1/PLD1/PLK2/PSD3/RAB33B/RAB35/RAB39B/RAB4A/RAB9A/RABL3/RAC1/RAF1/RALB/RALBP1/RANGRF/RAP2A/RAP2B/RAP2C/RAPGEF1/RAPGEF2/RAPGEF3/RASA1/RASA2/RASAL1/RASGEF1A/RASGRP1/RASGRP2/RDX/RERG/RHOA/RHOB/RHOU/ROBO1/ROCK1/RRAS/RRAS2/SCAI/SDCBP/SGSM3/SPRY2/SPRY4/SSX2IP/STARD8/STMN1/STMN3/SYNGAP1/TRIM28/USP28/USP8/WASF2",134
"GO:0031396","GO:0031396","regulation of protein ubiquitination","86/5279","194/16438",0.000228626590737853,0.00499438467735039,0.00416237593439276,"ABL1/AIMP2/AKT1/ARRDC3/ARRDC4/AXIN1/BRCA1/BTRC/CAMLG/CAV1/CDC20/CDK5/CDK5RAP3/CDK9/CHFR/CTR9/DAXX/DCUN1D1/DCUN1D4/DERL1/FANCI/FBXW7/FKBP1A/FZR1/GCLC/GLMN/GNL3L/GSK3A/HERPUD1/HSP90AA1/HSP90AB1/HSPA1A/HSPA1B/HSPA5/HSPBP1/HUWE1/IVNS1ABP/LIMK1/MTBP/MTOR/N4BP1/NDFIP1/NOD2/NXN/OGT/OTUB1/PARK7/PAXIP1/PDCD6/PEF1/PELI1/PER2/PHF23/PLK1/PPIA/PRICKLE1/PRMT3/PSMD10/PTTG1IP/RASD2/RCHY1/RIPK2/RNF20/RNF40/RPS15/SENP2/SIRT7/SKP1/SKP2/SOX4/SPOPL/SPRY2/TNFAIP3/TRAF6/TRIB3/TRIM44/TSPO/U2AF2/UBE2C/UBE2D1/UBE2L3/UBE2N/UFL1/USP4/WDR48/WDR70",86
"GO:0072595","GO:0072595","maintenance of protein localization in organelle","25/5279","42/16438",0.000228811945211729,0.00499438467735039,0.00416237593439276,"AKT1/ARL2BP/BBS4/CDK5/CIZ1/GPAA1/GRIK5/HK1/HNRNPU/HSPA5/INSIG1/KDELR1/KDELR2/KDELR3/MORC3/PARK7/PDIA2/RANGAP1/RER1/SKP1/SUN2/SYNE1/TAF8/TAPT1/TSPO",25
"GO:0060998","GO:0060998","regulation of dendritic spine development","32/5279","58/16438",0.000233871016079491,0.00508689974974304,0.00423947902832186,"ACTR2/ASAP1/BAIAP2/BHLHB9/CAMK2B/CAPRIN1/CAPRIN2/CDKL5/CPEB3/DBN1/DBNL/DNM3/EEF2K/EFNA1/EIF4G2/FMR1/FSTL4/ITSN1/KIF1A/LRP8/MAPK6/MEF2C/MTOR/NGEF/OPA1/PLK2/PPFIA2/PTPRS/SDK1/SHANK1/TANC2/ZMYND8",32
"GO:0006261","GO:0006261","DNA-dependent DNA replication","64/5279","137/16438",0.000242993377818815,0.00519699010114358,0.00433122955594072,"ALYREF/ATG7/ATR/ATRX/BCL6/CCNE1/CDC6/CDK9/CHTF8/CIZ1/DBF4/DBF4B/DDX21/DDX23/DNA2/DNAJA3/EME1/EME2/FEN1/GEN1/GINS1/GINS4/HELB/HMGA1/INO80/LIG1/LRWD1/MCM2/MCM3/MCM4/MCM6/MCM7/MCMBP/MMS22L/NBN/ORC1/ORC3/POLA1/POLA2/POLD1/POLE/POLN/PURA/RECQL5/REV3L/RFC1/RFWD3/RPA1/RPA4/SAMHD1/SIRT7/SLFN11/SMARCAL1/SRPK2/THOC1/TIMELESS/TOPBP1/TRAIP/UPF1/WDHD1/WDR18/WIZ/WRNIP1/ZMPSTE24",64
"GO:0090670","GO:0090670","RNA localization to Cajal body","14/5279","19/16438",0.000243124234446142,0.00519699010114358,0.00433122955594072,"CCT2/CCT3/CCT5/CCT6A/CCT7/DCP2/DKC1/EXOSC10/NHP2/NOP10/PARN/RUVBL1/RUVBL2/SHQ1",14
"GO:0090671","GO:0090671","telomerase RNA localization to Cajal body","14/5279","19/16438",0.000243124234446142,0.00519699010114358,0.00433122955594072,"CCT2/CCT3/CCT5/CCT6A/CCT7/DCP2/DKC1/EXOSC10/NHP2/NOP10/PARN/RUVBL1/RUVBL2/SHQ1",14
"GO:0090672","GO:0090672","telomerase RNA localization","14/5279","19/16438",0.000243124234446142,0.00519699010114358,0.00433122955594072,"CCT2/CCT3/CCT5/CCT6A/CCT7/DCP2/DKC1/EXOSC10/NHP2/NOP10/PARN/RUVBL1/RUVBL2/SHQ1",14
"GO:0090685","GO:0090685","RNA localization to nucleus","14/5279","19/16438",0.000243124234446142,0.00519699010114358,0.00433122955594072,"CCT2/CCT3/CCT5/CCT6A/CCT7/DCP2/DKC1/EXOSC10/NHP2/NOP10/PARN/RUVBL1/RUVBL2/SHQ1",14
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","93/5279","213/16438",0.000250844930336693,0.00534360042322048,0.004453416234735,"AATF/AKT1/ARHGEF2/BAX/BCL2L1/BCL2L2/BDKRB2/BID/BMP4/BRCA1/CD44/CLU/COL2A1/CREB3/CREB3L1/CSNK2A1/CTH/CTNNB1/CTTN/CX3CR1/CXCL12/ENO1/EYA1/EYA3/EYA4/FAIM/FXN/GATA4/GCLC/GDNF/GHITM/GNAI2/GPX1/GRINA/HDAC1/HELLS/HERPUD1/HIF1A/HMGB2/HMOX1/HSPA1A/HSPA1B/HSPB1/HTT/IFI6/ING2/ITGA6/IVNS1ABP/MAPK8IP2/MAZ/MDM2/MEIS3/NDUFS3/NLE1/NME5/NOC2L/NOG/NONO/NR4A2/OPA1/PARK7/PCGF2/PDX1/PEA15/PIH1D1/PPIA/PPIF/PRDX2/PRELID1/PSMD10/PSME3/PTPN1/PTTG1IP/RAF1/RELA/RIPK1/SCG2/SNAI2/TAF9B/TMBIM1/TMBIM6/TMEM14A/TNFAIP3/TRAP1/TRIAP1/TXNDC12/UNC5B/URI1/USP47/XBP1/YAP1/ZMYND11/ZNF385A",93
"GO:0008088","GO:0008088","axo-dendritic transport","37/5279","70/16438",0.000253829048597195,0.00538865161730825,0.00449096240272182,"ACTR10/AP3B1/AP3D1/AP3M1/AP3M2/APP/ARL8B/ARMCX3/BLOC1S3/DST/FBXW11/FEZ1/FLOT2/HIF1A/HNRNPU/HSBP1/HSPA8/HSPB1/KIF17/KIF1A/KIF1C/KIF3A/KIF3B/KIF4A/KIF5A/MAP1A/MAPT/NEFL/OPA1/PURA/SFPQ/SNAPIN/SOD1/SPAST/SPG11/TRAK2/UCHL1",37
"GO:0051568","GO:0051568","histone H3-K4 methylation","28/5279","49/16438",0.000258018673389351,0.00545890019228869,0.00454950834918245,"ARID4A/ASH1L/ASH2L/AUTS2/BCOR/BEND3/BRCA1/CTCFL/CTNNB1/CTR9/EHMT2/GFI1/MEN1/MYB/OGT/PAXIP1/PIH1D1/PYGO2/RTF1/SETD1A/SETD1B/SETD3/TET2/WDR5/WDR5B/WDR61/WDR82/ZNF335",28
"GO:0001101","GO:0001101","response to acid chemical","58/5279","122/16438",0.00026295924018595,0.0055445045235126,0.00462085195428802,"AIFM1/AKR1B1/ASNS/ASS1/BAD/BAIAP2/BCL2L1/BCL2L2/CAPN2/CASP3/CDO1/CEBPB/CHUK/COL18A1/COL4A1/COL4A6/CPEB1/CPEB3/CPEB4/CPS1/CYBA/CYBB/FGF21/GCLC/GLRB/HNRNPD/HSF1/IPO5/LAMTOR1/LAMTOR3/MMP2/MTHFR/MTOR/NQO1/NTRK2/OPA1/PCK1/PDGFC/PDGFRA/PDX1/PLEC/PNPLA3/PPARGC1A/PPP1R9B/RELA/RHOA/RPTOR/RRAGA/RRAGC/RRAGD/SESN2/SESN3/SIX1/TMBIM6/TOMM20/UFL1/VEGFA/XBP1",58
"GO:0006892","GO:0006892","post-Golgi vesicle-mediated transport","48/5279","97/16438",0.000270851937104352,0.00567268227065818,0.00472767671940132,"ANKFY1/AP1G1/AP2A1/AP3D1/ARFGEF2/ARFRP1/ARL3/BBS2/CCDC22/CCDC93/CLN3/CSK/DNM2/EXOC4/EXOC5/EXOC8/GAK/GBF1/GGA2/GOLPH3/KIF13A/LAMP1/MACF1/MON2/MYO5A/NSF/OPTN/OSBPL5/PREPL/RAB10/RAB26/RAB31/RABEP1/RNF215/RSC1A1/SCAMP3/SCFD1/SEC16A/SNAP23/SORCS1/SORL1/SORT1/STEAP2/VAMP2/VAMP3/VTI1A/VTI1B/WIPI1",48
"GO:0032388","GO:0032388","positive regulation of intracellular transport","80/5279","179/16438",0.000270868519457141,0.00567268227065818,0.00472767671940132,"ABLIM3/ACTN2/AKAP5/AKT2/ANP32B/ARIH2/ATG13/BAG3/BAP1/BCAP31/BCAS3/CACNB3/CAPN10/CDC42/CDH1/CDK5/CDK5R1/CHP2/DAB2/DHX9/DMAP1/EDEM1/EHD1/EMD/ERBB2/FBXW7/FEZ1/FIS1/FZD5/GAS6/GSK3A/HRAS/HSP90AB1/HSPA1L/HUWE1/HYAL2/IPO5/ITGB1BP1/KHDRBS1/LDLRAP1/LEPROT/MAPK1/MAVS/MDM2/MFF/MSN/MTMR2/MYO1C/NMT1/NUMA1/NUTF2/PCNT/PIK3R1/PLK3/PRKACA/PRR5L/RAN/RAPGEF3/RBM22/RDX/RHOU/RNF31/SAE1/SAR1A/SAR1B/SFN/SLC35D3/SORL1/SPAG5/TGFB1/TMEM30A/TRIM28/UBE2J2/UBE2L3/UBL5/VAMP2/XPO4/YWHAE/ZC3H12A/ZFAND1",80
"GO:0001655","GO:0001655","urogenital system development","137/5279","333/16438",0.000289683749921028,0.00604629483421028,0.0050390495999022,"ACD/ACE/ACTA2/ADAMTS1/ADAMTS16/AGTR1/AKR1B1/ALDH1A2/AMH/ANGPT2/ANKS6/ANXA1/AP1B1/AP2B1/APH1A/ARG2/ARL3/ASS1/BAG6/BASP1/BAX/BCL2L11/BMP2/BMP4/BMPER/C1GALT1/CA2/CAT/CD24/COL4A1/COL4A4/CRLF1/CTNNB1/CTNNBIP1/DCHS1/DCHS2/DLL1/EGR1/EMX2/ENPEP/EPHA4/EPHA7/EPHB2/EPHB3/EYA1/FADD/FBN1/FGF2/FGFR2/FOXJ1/FRAS1/FREM2/GATA2/GDNF/GLI1/GLI2/GLIS2/GPC3/GREB1L/HELLS/HES1/HES5/HEYL/HOXA11/HOXB13/HOXB7/HOXD13/HSPB11/HYAL2/IFT88/IL6R/IQGAP1/ITGA3/ITGA8/JAG1/KANK2/KLHL3/LAMA5/LAMB2/LGR5/LIF/LRP2/LRP4/MAGED1/MAGI2/MEF2C/MYC/NFIA/NID1/NLE1/NOG/NPHP3/NPNT/NUP107/NUP133/NUP85/PDGFA/PDGFRA/PKD1/PLAG1/PLCE1/PLXND1/PROX1/PYGO2/RARB/RARG/RHOA/RPGRIP1L/SDC1/SDC4/SEC61A1/SERPINF1/SFRP1/SIX1/SIX4/SLIT2/SMAD1/SMAD2/SMAD5/SMAD6/SMARCC1/SNX17/SOX4/SOX8/SOX9/SULF1/SULF2/TFAP2A/TP73/TRAF3IP1/TTC8/VEGFA/WDR77/WNT11/WNT7B/YAP1/ZMPSTE24",137
"GO:0006887","GO:0006887","exocytosis","138/5279","336/16438",0.000301007840093917,0.00626156913000735,0.00521846160078045,"ANK1/ANXA1/AP1G1/ARFGEF2/ARL8B/ATP2A2/ATP6AP1/ATP9A/BACE1/BAIAP3/BRSK2/C12orf4/CACNA1G/CACNA1H/CALM1/CALM3/CASK/CDK16/CDK5/CDK5R2/COPS5/CPLX1/CPLX2/CSPG5/DNAJC5/DOC2A/DVL1/EXOC3/EXOC4/EXOC5/EXOC7/EXOC8/EXPH5/FBXL20/FMR1/GAB2/GATA2/GIT1/GNAI2/GRIK5/HGS/HLA-F/HMOX1/HYAL3/IL4R/ITSN1/KIT/LAMP1/LIN7A/LLGL2/MIA3/MICAL1/MYH9/NAPA/NCS1/NKD2/NSF/P2RY1/PCLO/PDPK1/PI4K2A/PIK3CD/PIP5K1C/PPFIA2/PPP3CB/PREPL/PRRT2/PRSS12/RAB10/RAB11B/RAB13/RAB25/RAB26/RAB31/RAB33B/RAB3B/RAB3D/RAB3GAP1/RAB5A/RAB7A/RAB8A/RAB8B/RAB9A/RABEPK/RALB/RAPGEF4/RASGRP1/RIMS1/RIMS2/RIMS3/RIMS4/RSC1A1/S100A13/SCAMP5/SCIN/SCRIB/SCRN1/SDC1/SDC4/SDCBP/SLC4A8/SNAP23/SNAP25/SNAP29/SNAPIN/SNF8/SNX19/SPHK2/STEAP2/STXBP1/SYK/SYN1/SYN2/SYNGR1/SYNGR2/SYNGR3/SYP/SYT11/SYT16/SYT17/SYT2/SYT4/SYT6/SYTL4/SYTL5/TPCN2/TPH1/UNC13A/UNC13B/VAMP2/VAMP3/VAMP8/VPS18/VPS41/VPS4A/VTI1B/YKT6/ZP3",138
"GO:0042255","GO:0042255","ribosome assembly","30/5279","54/16438",0.000309151896506977,0.00640947360015635,0.0053417268370225,"ABT1/BRIX1/C1QBP/DDX28/DHX30/DHX37/EIF2A/EIF6/ERAL1/MDN1/MRPL20/MRPS11/MRPS2/MRPS7/MRTO4/NLE1/NOP2/PPAN/PWP2/RPL23A/RPL24/RPL3/RPS15/RPS27/RPS27L/RPSA/RRP7A/RRS1/SBDS/XRCC5",30
"GO:0060996","GO:0060996","dendritic spine development","47/5279","95/16438",0.000314172232154889,0.00649184555709386,0.00541037654531998,"ACSL4/ACTR2/ARC/ARF4/ARHGAP33/ASAP1/BAIAP2/BHLHB9/CAMK2B/CAPRIN1/CAPRIN2/CDC42/CDK5/CDK5R1/CDKL5/CFL1/CPEB3/CTNND2/DBN1/DBNL/DNM3/DVL1/EEF2K/EFNA1/EIF4G2/EPHA4/EPHB2/EPHB3/FMR1/FSTL4/ITSN1/KIF1A/LRP8/MAPK6/MEF2C/MTOR/NGEF/OPA1/PAK2/PDLIM5/PLK2/PPFIA2/PTPRS/SDK1/SHANK1/TANC2/ZMYND8",47
"GO:0007041","GO:0007041","lysosomal transport","51/5279","105/16438",0.000316305310385756,0.00650368190645105,0.00542024109098441,"ADRB2/ANKFY1/AP1G1/AP3B1/AP3D1/AP3M1/ARL8B/ARSB/ATG14/C9orf72/CACNG4/CDX2/CLEC16A/CLN3/CLU/DENND3/GAK/GCC2/GRN/HGS/HOOK3/HSPA1A/HSPA8/KIF13A/LAMP1/LAMP2/LRP1/LYST/MGRN1/NAGPA/RAB7A/RHOB/RNF157/SCARB2/SNAPIN/SNX16/SNX27/SORL1/SORT1/TGFBRAP1/TMEM106B/TPCN2/TRAK2/VCP/VPS18/VPS33A/VPS35/VPS39/VPS41/VPS4A/VPS53",51
"GO:0072332","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","38/5279","73/16438",0.000316843351467691,0.00650368190645105,0.00542024109098441,"BAG6/BAX/BCL3/BDKRB2/CD44/CDKN1A/DDIT4/DDX5/DYRK2/E2F1/E2F2/EDA2R/EIF5A/FHIT/HINT1/HNRNPK/IFI16/ING2/MDM2/MSH2/MSX1/MYBBP1A/NUPR1/PDK2/PERP/PMAIP1/POU4F1/POU4F2/PTTG1IP/RPL26/RPS27L/SHISA5/TAF9B/TP53BP2/TP73/TRIAP1/USP28/ZNF385A",38
"GO:0031112","GO:0031112","positive regulation of microtubule polymerization or depolymerization","22/5279","36/16438",0.000320598998226177,0.00655905343235666,0.0054663883386975,"AKAP9/ARL3/CDK5R1/DCTN1/DRG1/GIT1/HSPA1A/HSPA1B/KATNB1/MAP1B/MAPRE1/MAPT/MECP2/NIN/NUMA1/OCLN/PSRC1/RAC1/SLAIN1/SLAIN2/SPAST/TRPV4",22
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","158/5279","392/16438",0.000333017126632288,0.0067907012105051,0.00565944618251824,"ABCA1/ABL1/ACTR2/ADD1/ADD2/AIDA/AKAP9/ANKRA2/ANKRD27/ARFIP1/ARFIP2/ARHGAP18/ARHGEF7/ARL3/ARPC1A/ARPC1B/ARPC3/ARPC4/ASAP1/ATAT1/ATF7IP/ATR/BAIAP2/BAK1/BAX/BBS10/BCL2L11/BID/BIK/BRK1/CAMSAP1/CAND1/CAPG/CAPZA1/CAPZA2/CAPZB/CDC42/CDC42EP2/CDC42EP3/CDK5R1/CLU/COTL1/CRYAB/CTNNBIP1/CTTN/CYFIP2/DAB2IP/DBN1/DBNL/DCTN1/DHX33/DRG1/EIF2AK2/EIF4G1/EML2/EPS8/FCHSD1/FERMT1/FHOD3/FNIP2/FSCN1/GBA/GIT1/GMFB/GNL3L/GRB2/HCFC1/HJURP/HMGB1/HSF1/HSP90AA1/HSPA1A/HSPA1B/HSPA5/HSPA8/IMPACT/INPP5J/INSM1/IQGAP2/IRGM/JAM3/KANK3/LCP1/LMO4/LMOD1/MAP1B/MAPRE1/MAPT/MECP2/MED25/MLST8/MSN/MTOR/MYADM/MYO1C/NAPA/NCK1/NCLN/NIN/NUMA1/OCLN/PARK7/PARP1/PEX5/PFN1/PFN2/PICK1/PIEZO1/PIH1D1/PPM1A/PREX1/PRRT2/PSRC1/PTPN11/RAC1/RAF1/RALB/RANGRF/RASA1/RDX/RHOA/RICTOR/RIOK3/RNF4/SAR1A/SAR1B/SCIN/SLAIN1/SLAIN2/SLIT2/SMAD6/SORL1/SOX9/SPIRE2/SPTBN4/SSH3/STMN1/STXBP1/SVIP/SYK/TBCD/TFIP11/TFRC/TGFB1/THRA/TIRAP/TMSB4X/TRAF2/TRAF3IP1/TRAPPC12/TWF1/TWF2/UNC13B/VASP/VCP/VEGFA/WASF2/WASF3",158
"GO:0000819","GO:0000819","sister chromatid segregation","80/5279","180/16438",0.000335819114643651,0.00682538587434751,0.00568835276849366,"AKAP8/ANAPC5/ANAPC7/ATRX/AURKB/BOD1/CCNB1/CDC16/CDC20/CDC6/CDCA5/CDCA8/CENPK/CHAMP1/CHFR/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHTF8/CTCF/CTNNB1/DYNC1LI1/ESCO1/ESPL1/FBXW7/FEN1/GEN1/HNRNPU/IK/INCENP/INO80/KATNB1/KIF18B/KIF22/KIF2C/KIF4A/KIF4B/KIFC1/KNTC1/KPNB1/MAU2/MCMBP/MIS12/NAA50/NCAPG2/NCAPH/NCAPH2/NSL1/NUDC/NUMA1/NUSAP1/PDS5A/PIBF1/PLK1/PSRC1/PTTG1/PTTG3P/RAD51C/RAN/RMI2/RRS1/SEH1L/SFPQ/SMC1A/SMC3/SPAG5/STAG1/STAG3L4/TACC3/TOP2A/TRIP13/UBE2C/VPS4A/WRAP73/XRCC3/ZW10/ZWILCH/ZWINT",80
"GO:0062197","GO:0062197","cellular response to chemical stress","133/5279","323/16438",0.000337406248219996,0.00683523311345018,0.00569655956747072,"ABL1/AGAP3/AIFM1/AIFM2/AKR1B1/AKT1/ALOX5/ANXA1/APEX1/AQP1/ARHGEF2/ARNT/ARNTL/ATG7/ATP2A2/BAD/BDKRB2/CAPN3/CASP3/CAV1/CHD6/CHUK/CLN3/CPEB2/CTNNB1/DAPK1/DDIT3/DHFR/DHRS2/EFHD1/EGFR/EIF2AK3/EPAS1/ERN1/ETV5/FANCC/FAS/FBLN5/FBXO7/FBXW7/FOS/FXN/GATA4/GCH1/GJB2/GLRX2/GPR37/GPX1/GSR/HDAC1/HIF1A/HMOX1/HSF1/HSPA1A/HSPA1B/HSPB1/IL18BP/IMPACT/JUN/KDM6B/KEAP1/KLF4/LANCL1/LETM1/LRRC8C/LRRC8D/MAPK1/MAPK3/MAPKAP1/MAPT/MDM2/MGAT3/MMP2/MYB/MYLK/NME2/NME5/NONO/NQO1/NR4A2/PARK7/PARP1/PCGF2/PDGFRA/PDK1/PDK2/PLEC/PNPLA8/PPARGC1A/PPARGC1B/PPIA/PPIF/PPP5C/PRDX1/PRDX2/PRDX3/PRKAA2/PRKRA/PRR5L/PTPN11/PTPRK/PXN/RBM11/RELA/RELB/RHOB/RIPK1/SCN2A/SESN2/SFPQ/SIN3A/SIRT2/SLC25A23/SLC25A24/SLC2A1/SLC4A11/SLC7A11/SOD1/SRXN1/STAU1/TBC1D24/TNFAIP3/TP53INP1/TRAP1/TRPV4/TSPO/VKORC1L1/XRCC5/XRCC6/ZC3H12A/ZFP36L1/ZNF277/ZNF622",133
"GO:0032543","GO:0032543","mitochondrial translation","35/5279","66/16438",0.000340155752214949,0.00686848699667905,0.00572427372491332,"AARS2/ALKBH1/C1QBP/EARS2/GATC/GFM1/GFM2/IARS2/LARS2/MRPL23/MRPL44/MRPL47/MRPL51/MRPL52/MRPS11/MRPS12/MRPS15/MRPS16/MRPS18A/MRPS18B/MRPS2/MRPS35/MRPS7/MTG1/MTRF1/NGRN/QRSL1/RARS2/RMND1/RPUSD4/SHMT2/TACO1/TRUB2/TSFM/WARS2",35
"GO:0007409","GO:0007409","axonogenesis","164/5279","409/16438",0.000347175761897151,0.00696486261488815,0.00580459424081491,"ABL1/ACTB/ACTBL2/ADARB1/ADNP/ALCAM/APP/ARHGAP35/AUTS2/B4GALT5/B4GALT6/BAIAP2/BOC/BRSK1/BRSK2/BSG/C9orf72/CDH4/CDK5/CDK5R1/CDKL5/CHN1/CNP/CRABP2/CRMP1/CTTN/CXCL12/DAG1/DBN1/DBNL/DNM2/DPYSL2/DPYSL5/DSCAML1/DVL1/EFNA1/EFNA2/EFNB3/EIF4G2/EPHA10/EPHA2/EPHA3/EPHA4/EPHA5/EPHA6/EPHA7/EPHA8/EPHB2/EPHB3/EPHB4/ERBB2/ETV1/FEZ1/FGFR2/FLRT2/FLRT3/FN1/FSTL4/GBX2/GDF7/GDI1/GDNF/GLI2/HSP90AA1/HSP90AB1/ISL2/ITGA4/ITGB1/KIAA0319/KIF5A/L1CAM/LAMA1/LAMA3/LAMA5/LAMB2/LIMK1/LMTK2/LPAR3/LRP1/LRP4/LYPLA2/MACF1/MAP1A/MAP1B/MAP3K13/MAP6/MAPT/MARK2/MCF2/MEGF8/NCAM1/NEFL/NEXN/NFIB/NIN/NOG/NOTCH3/NPTX1/NR4A2/NRP2/NRXN1/NRXN3/NTN1/NTNG2/NTRK2/PAK2/PLXNA1/PLXNC1/PLXND1/POU3F2/POU4F1/POU4F2/PPP3CB/PTPN11/PTPRM/PTPRS/RAB10/RAB8A/RAC1/RGMA/RNF165/ROBO1/RPL24/RPS6KA5/SCN1B/SEMA3D/SEMA3E/SEMA3F/SEMA4C/SEMA4F/SEMA4G/SEMA5B/SEMA6A/SEMA6B/SEMA6D/SHOX2/SIN3A/SLIT2/SLIT3/SLITRK3/SLITRK5/SLITRK6/SPAST/SPG11/SPTBN4/STMN1/STXBP1/SYNGAP1/TCTN1/TIAM2/TRAK2/TTC8/TTL/TUBB2B/TUBB3/TWF2/UCHL1/UNC5B/UNC5C/USP33/VASP/VCL/VEGFA/ZFYVE27",164
"GO:0050808","GO:0050808","synapse organization","164/5279","409/16438",0.000347175761897151,0.00696486261488815,0.00580459424081491,"ABL1/ACHE/ACTB/ACTBL2/ACTG1/ACTR2/ADD2/ADNP/AGRN/AMIGO2/AMIGO3/APBB2/APP/ARC/ARF4/ARHGAP33/ARHGAP39/BAIAP2/BHLHB9/CACNB1/CACNB3/CACNB4/CAMK2B/CAMKV/CAPRIN1/CAPRIN2/CDC20/CDC42/CDH1/CDK5/CDK5R1/CDKL5/CFL1/CLN3/COL4A1/COL4A5/CTNNB1/CTNND2/CTTN/CX3CR1/DAB2IP/DAG1/DBN1/DBNL/DCTN1/DLG3/DLGAP3/DNAJA3/DNM3/DRP2/DVL1/EEF2K/EFNA1/EIF4G1/ELFN1/EPHA4/EPHA7/EPHB2/EPHB3/ERBB2/F2R/FLRT2/FLRT3/FRMPD4/FZD5/GDNF/GLRB/GPC4/GPC6/GPHN/GPM6A/HOMER1/HSPA8/IGF1R/IGFN1/INA/INSR/ITGA3/ITSN1/KIF1A/L1CAM/LAMB2/LGMN/LRFN3/LRP4/LRP8/LRRC4/LRRC4B/LRRTM2/MAP1B/MAPT/MDGA1/MECP2/MEF2C/MTMR2/NDRG1/NEFL/NFATC4/NFIA/NGEF/NRP2/NRXN1/NTN1/NTNG2/NTRK2/OBSL1/OPA1/OXTR/P2RX2/PALM/PCDH17/PCDHB10/PCDHB11/PCDHB13/PCLO/PDLIM5/PDZRN3/PFN1/PICK1/PLXND1/POU4F1/PPFIA1/PPFIA2/PPFIA4/PTPRD/PTPRF/PTPRS/RAB39B/RER1/RHOA/SDCBP/SDK1/SDK2/SEMA3E/SEMA3F/SETD5/SHANK1/SHANK2/SIX1/SIX4/SLC7A11/SLITRK3/SLITRK5/SLITRK6/SNAPIN/SNCG/SNTA1/STAU1/SYN1/SYNGAP1/SYNPO/TANC2/TPBG/TUBA1A/TUBB/UNC13A/UNC13B/VCP/VPS35/WASF2/WASF3/WNT7B/ZDHHC12/ZMYND8",164
